,video_id,comment_text,likes,replies,sentiment,text
48366,IYvEhgYy35I,Tremendo remix! ♥,0,0,1,tremendo remix
48368,IYvEhgYy35I,"OMFG , marvelous!!!!!",0,0,1,omfg marvelous
48372,IYvEhgYy35I,<3,0,0,1,3
48374,IYvEhgYy35I,superb pet-shop-boys-like intro!,0,0,1,superb petshopboyslike intro
48409,ZtXkNMbjOEE,#43 trending 😄 these two have beautiful voices! Can't wait for TK2 😭,11,0,1,43 trending two beautiful voices cant wait tk2
48430,ZtXkNMbjOEE,Tori Kelly's voice is beautiful!,4,0,1,tori kellys voice beautiful
48432,ZtXkNMbjOEE,"omg idec, this is the best thing ever.",17,0,1,omg idec best thing ever
48435,ZtXkNMbjOEE,THIS WAS BEAUTIFUL!!!!!!! QUE BONITO OML,3,0,1,beautiful que bonito oml
48441,ZtXkNMbjOEE,LUIS FONSI IS THE BEST,1,0,1,luis fonsi best
48467,ZtXkNMbjOEE,Beautiful!!!!,2,0,1,beautiful
48517,CsdzflTXBVQ,Floyd is a good looking man! dog gone it!,0,0,1,floyd good looking man dog gone
48528,CsdzflTXBVQ,THE BEST EVER!!!!!!!!!!!,0,0,1,best ever
48572,CsdzflTXBVQ,LOL!!,0,0,1,lol
48686,6z-X4r5JkyI,Ohhhoooo.....Shaaanee...SOOOO SEXY!!!! :D :D :D :D,0,0,1,ohhhooooshaaaneesoooo sexy
48705,unIkqhB2nA0,Face id looks as awesome as Siri!,0,0,1,face id looks awesome siri
48806,lv5uC6cfO5c,Corey no pole dance <3 sexyyyyyyyy,0,0,1,corey pole dance 3 sexyyyyyyyy
48830,lv5uC6cfO5c,Holy crap...this was terrible!,0,0,-1,holy crapthis terrible
48840,lv5uC6cfO5c,"Corey, its actually a great song!",0,0,1,corey actually great song
48853,lv5uC6cfO5c,😂 This video is hysterical. Kudos to whoever came up with the concept.,0,0,-1,video hysterical kudos whoever came concept
48954,5fsEPf_Uuao,when you said candan  i was like YASSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS :D,0,0,1,said candan like yassssssssssssssssssssssssssssssssssss
49012,ZQK1F0wz6z4,Now I want honey walnut shrimp so bad!!!!,0,0,-1,want honey walnut shrimp bad
49031,ZQK1F0wz6z4,"FML. WHY DID I CLICK THIS VIDEO. I HAVEN'T HAD PANDA EXPRESS SINCE AUGUST 5. WongFu, bring that orange chicken here at the Philippines!!!!",0,0,-1,fml click video havent panda express since august 5 wongfu bring orange chicken philippines
49091,ZQK1F0wz6z4,JOANNA! Forever the best Emma Woodhouse <3,0,0,1,joanna forever best emma woodhouse 3
49123,zgLtEob6X-Q,Say Jay Mata Di in your awesome voice,0,0,1,say jay mata di awesome voice
49133,zgLtEob6X-Q,war of the planet of the apes! Do it! :D,0,0,1,war planet apes
49214,A0lYm7Qsbak,Awesome I want an iPhone 8 plus,0,0,1,awesome want iphone 8 plus
49270,A0lYm7Qsbak,"I'm just saying man, horrible lighting",0,0,-1,im saying man horrible lighting
49277,A0lYm7Qsbak,I will pretend that i am a Apple funboy. The X is prettier :-D,0,0,1,pretend apple funboy x prettier
49285,A0lYm7Qsbak,You are so stupid those are the iPhone 7 and 7 plus!!!!!!!!!!!!!,0,0,-1,stupid iphone 7 7 plus
49311,Zmi9iQp6944,<3,0,0,1,3
49484,_ANP3HR1jsM,Country looks like Wreck It Ralph in the safety suit! I'd love to see a vlog where country does some Wreck It Ralph type stuff!!!!,0,0,1,country looks like wreck ralph safety suit id love see vlog country wreck ralph type stuff
49493,_ANP3HR1jsM,Doing it for the views :D,0,0,1,views
49513,H8t5M9_Tvzk,dave wears a soviet union flag... no nasa... <3,0,0,1,dave wears soviet union flag nasa 3
49520,H8t5M9_Tvzk,It's a trip with the best music.,0,0,1,trip best music
49522,H8t5M9_Tvzk,The best song of the album,0,0,1,best song album
49534,H8t5M9_Tvzk,Best band ever.,0,0,1,best band ever
49543,H8t5M9_Tvzk,Wonderful!,1,0,1,wonderful
49581,H8t5M9_Tvzk,Perfect.,1,0,1,perfect
49591,H8t5M9_Tvzk,"Wonderful... \nReminds me of Solaris, Tarkovsky's  masterpiece.",2,1,1,wonderful \nreminds solaris tarkovskys masterpiece
49654,Ayb_2qbZHm4,"Ah college, best 12 years of my life",0,0,1,ah college best 12 years life
49658,Ayb_2qbZHm4,Penn state is the best college ever.  We chant brown eyed girl have zombie nation and there's a Spider-Man that crowd surfs at games.,0,0,1,penn state best college ever chant brown eyed girl zombie nation theres spiderman crowd surfs games
49735,wfZGngrCpys,The best Thank you from Ukraine ^),0,0,1,best thank ukraine ^
49750,wfZGngrCpys,#WalkersJoin <3,0,0,1,walkersjoin 3
49781,wfZGngrCpys,Come on Korea!!!! \nplz\nI love Alan Walker!!!!!!!!,1,0,1,come korea \nplz\ni love alan walker
49783,wfZGngrCpys,Who else thinks Alan Walker is the best?,1,0,1,else thinks alan walker best
49832,j3MvNvV27hw,"Girl when you cry, I cry! We are all SO proud of you! Go treat yourself and eat some In N Out before you leave for tour <3 And, i'm so jealous of your curly hair! I wish mine was that voluminous! Lol!",0,0,1,girl cry cry proud go treat eat n leave tour 3 im jealous curly hair wish mine voluminous lol
49845,j3MvNvV27hw,colleen we are all so happy for you! 😘😊,0,0,1,colleen happy
49872,j3MvNvV27hw,Im so excited for season 2!!!!!,0,0,1,im excited season 2
49979,ZCQuasiJgYM,What an incredibly out of focus video!,0,0,1,incredibly focus video
